"REF_DATE","GEO","DGUID","Sector","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","38.17","","","","2"
"2009-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","36.58","","","","2"
"2009-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","34.54","","","","2"
"2009-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","33.03","","","","2"
"2009-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","28.91","","","","2"
"2009-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","28.31","","","","2"
"2009-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","24.85","","","","2"
"2009-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.46","","","","2"
"2009-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.58","","","","2"
"2009-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.98","","","","2"
"2009-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","23.27","","","","2"
"2009-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","23.86","","","","2"
"2009-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","26.21","","","","2"
"2010-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","26.72","","","","2"
"2010-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","26.98","","","","2"
"2010-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","25.49","","","","2"
"2010-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","25.11","","","","2"
"2010-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","24.54","","","","2"
"2010-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","25.10","","","","2"
"2010-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","23.19","","","","2"
"2010-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","22.51","","","","2"
"2010-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","22.66","","","","2"
"2010-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","22.54","","","","2"
"2010-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","22.83","","","","2"
"2010-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","27.91","","","","2"
"2011-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","23.32","","","","2"
"2011-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","22.59","","","","2"
"2011-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","22.36","","","","2"
"2011-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","23.29","","","","2"
"2011-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","22.60","","","","2"
"2011-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","22.46","","","","2"
"2011-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","22.60","","","","2"
"2011-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.51","","","","2"
"2011-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.57","","","","2"
"2011-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.37","","","","2"
"2011-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.35","","","","2"
"2011-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.03","","","","2"
"2012-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","20.24","","r","","2"
"2012-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","19.56","","r","","2"
"2012-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.23","","r","","2"
"2012-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.59","","r","","2"
"2012-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.32","","r","","2"
"2012-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.27","","r","","2"
"2012-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.64","","r","","2"
"2012-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.48","","r","","2"
"2012-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","16.86","","r","","2"
"2012-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.21","","r","","2"
"2012-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","19.20","","","","2"
"2012-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","19.45","","r","","2"
"2013-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","20.21","","","","2"
"2013-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","20.48","","","","2"
"2013-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","20.14","","r","","2"
"2013-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","20.14","","r","","2"
"2013-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","19.75","","r","","2"
"2013-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","19.37","","r","","2"
"2013-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.88","","","","2"
"2013-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","17.83","","","","2"
"2013-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","19.29","","","","2"
"2013-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","19.28","","","","2"
"2013-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","19.81","","","","2"
"2013-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.07","","","","2"
"2014-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.92","","","","2"
"2014-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","25.91","","","","2"
"2014-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","24.31","","","","2"
"2014-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","25.38","","","","2"
"2014-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","25.47","","r","","2"
"2014-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","24.82","","","","2"
"2014-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","23.13","","","","2"
"2014-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","22.50","","","","2"
"2014-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","22.85","","","","2"
"2014-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.65","","","","2"
"2014-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.42","","","","2"
"2014-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.16","","r","","2"
"2015-01","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.77","","r","","2"
"2015-02","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","19.86","","","","2"
"2015-03","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","21.68","","r","","2"
"2015-04","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","20.02","","r","","2"
"2015-05","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.37","","r","","2"
"2015-06","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","17.76","","r","","2"
"2015-07","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","19.21","","r","","2"
"2015-08","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.08","","r","","2"
"2015-09","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.04","","r","","2"
"2015-10","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","17.94","","r","","2"
"2015-11","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.07","","r","","2"
"2015-12","Canada","2016A000011124","Total","Sales unit price","Cents per cubic metre","56","units","0","v47807","1.1.4","18.41","","","","2"
"1990-08","Canada","2016A000011124","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47775","1.4.4","22.21","","","","2"
"1990-09","Canada","2016A000011124","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47775","1.4.4","21.52","","","","2"
"1990-10","Canada","2016A000011124","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47775","1.4.4","17.78","","","","2"
"1990-11","Canada","2016A000011124","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47775","1.4.4","16.70","","","","2"
"1990-12","Canada","2016A000011124","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47775","1.4.4","16.74","","","","2"
"1991-01","Canada","2016A000011124","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47775","1.4.4","16.83","","","","2"
"1991-02","Canada","2016A000011124","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47775","1.4.4","17.88","","","","2"
"1991-03","Canada","2016A000011124","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47775","1.4.4","17.26","","","","2"
"1991-04","Canada","2016A000011124","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47775","1.4.4","18.94","","","","2"
"1991-05","Canada","2016A000011124","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47775","1.4.4","19.07","","","","2"
"1991-06","Canada","2016A000011124","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47775","1.4.4","22.08","","","","2"
