"REF_DATE","GEO","DGUID","Statistic","Household type","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Canada","2016A000011124","Average expenditure per household","One person households","Recreation","Dollars","81","units","0","v54530231","1.1.2.30","1840","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","One person households","Recreation","Dollars","81","units","0","v54530231","1.1.2.30","2070","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","One person households","Recreation","Dollars","81","units","0","v54530231","1.1.2.30","2001","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","One person households","Recreation","Dollars","81","units","0","v54530231","1.1.2.30","1975","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","One person households","Recreation","Dollars","81","units","0","v54530231","1.1.2.30","1870","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","One person households","Recreation","Dollars","81","units","0","v54530231","1.1.2.30","2015","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","One person households","Recreation","Dollars","81","units","0","v54530231","1.1.2.30","2206","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","One person households","Recreational equipment and related services","Dollars","81","units","0","v54530232","1.1.2.31","431","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","One person households","Recreational equipment and related services","Dollars","81","units","0","v54530232","1.1.2.31","392","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","One person households","Recreational equipment and related services","Dollars","81","units","0","v54530232","1.1.2.31","363","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","One person households","Recreational equipment and related services","Dollars","81","units","0","v54530232","1.1.2.31","500","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","One person households","Recreational equipment and related services","Dollars","81","units","0","v54530232","1.1.2.31","341","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","One person households","Recreational equipment and related services","Dollars","81","units","0","v54530232","1.1.2.31","443","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","One person households","Recreational equipment and related services","Dollars","81","units","0","v54530232","1.1.2.31","389","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","One person households","Recreational equipment and related services","Dollars","81","units","0","v54530232","1.1.2.31","354","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","One person households","Recreational equipment and related services","Dollars","81","units","0","v54530232","1.1.2.31","433","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","One person households","Home entertainment equipment and services","Dollars","81","units","0","v54530233","1.1.2.32","282","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","One person households","Home entertainment equipment and services","Dollars","81","units","0","v54530233","1.1.2.32","268","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","One person households","Home entertainment equipment and services","Dollars","81","units","0","v54530233","1.1.2.32","164","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","One person households","Home entertainment equipment and services","Dollars","81","units","0","v54530233","1.1.2.32","185","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","One person households","Home entertainment equipment and services","Dollars","81","units","0","v54530233","1.1.2.32","177","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","One person households","Home entertainment equipment and services","Dollars","81","units","0","v54530233","1.1.2.32","189","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","One person households","Home entertainment equipment and services","Dollars","81","units","0","v54530233","1.1.2.32","107","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","One person households","Home entertainment equipment and services","Dollars","81","units","0","v54530233","1.1.2.32","149","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","One person households","Home entertainment equipment and services","Dollars","81","units","0","v54530233","1.1.2.32","135","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","One person households","Recreational services","Dollars","81","units","0","v54530234","1.1.2.33","934","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","One person households","Recreational services","Dollars","81","units","0","v54530234","1.1.2.33","1080","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","One person households","Recreational services","Dollars","81","units","0","v54530234","1.1.2.33","1034","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","One person households","Recreational services","Dollars","81","units","0","v54530234","1.1.2.33","1061","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","One person households","Recreational services","Dollars","81","units","0","v54530234","1.1.2.33","1209","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","One person households","Recreational services","Dollars","81","units","0","v54530234","1.1.2.33","1109","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","One person households","Recreational services","Dollars","81","units","0","v54530234","1.1.2.33","1121","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","One person households","Recreational services","Dollars","81","units","0","v54530234","1.1.2.33","1242","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","One person households","Recreational services","Dollars","81","units","0","v54530234","1.1.2.33","1274","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","One person households","Recreational vehicles and associated services","Dollars","81","units","0","v54530235","1.1.2.34","","F","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","One person households","Recreational vehicles and associated services","Dollars","81","units","0","v54530235","1.1.2.34","369","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","One person households","Recreational vehicles and associated services","Dollars","81","units","0","v54530235","1.1.2.34","279","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","One person households","Recreational vehicles and associated services","Dollars","81","units","0","v54530235","1.1.2.34","324","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","One person households","Recreational vehicles and associated services","Dollars","81","units","0","v54530235","1.1.2.34","273","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","One person households","Recreational vehicles and associated services","Dollars","81","units","0","v54530235","1.1.2.34","235","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","One person households","Recreational vehicles and associated services","Dollars","81","units","0","v54530235","1.1.2.34","252","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","One person households","Recreational vehicles and associated services","Dollars","81","units","0","v54530235","1.1.2.34","269","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","One person households","Recreational vehicles and associated services","Dollars","81","units","0","v54530235","1.1.2.34","364","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","One person households","Education","Dollars","81","units","0","v54530236","1.1.2.35","329","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","One person households","Education","Dollars","81","units","0","v54530236","1.1.2.35","456","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","One person households","Education","Dollars","81","units","0","v54530236","1.1.2.35","411","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","One person households","Education","Dollars","81","units","0","v54530236","1.1.2.35","430","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","One person households","Education","Dollars","81","units","0","v54530236","1.1.2.35","391","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","One person households","Education","Dollars","81","units","0","v54530236","1.1.2.35","407","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","One person households","Education","Dollars","81","units","0","v54530236","1.1.2.35","592","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","One person households","Education","Dollars","81","units","0","v54530236","1.1.2.35","619","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","One person households","Education","Dollars","81","units","0","v54530236","1.1.2.35","579","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","One person households","Reading materials and other printed matter","Dollars","81","units","0","v54530237","1.1.2.36","125","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","One person households","Reading materials and other printed matter","Dollars","81","units","0","v54530237","1.1.2.36","153","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","One person households","Reading materials and other printed matter","Dollars","81","units","0","v54530237","1.1.2.36","117","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","One person households","Reading materials and other printed matter","Dollars","81","units","0","v54530237","1.1.2.36","127","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","One person households","Reading materials and other printed matter","Dollars","81","units","0","v54530237","1.1.2.36","98","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","One person households","Reading materials and other printed matter","Dollars","81","units","0","v54530237","1.1.2.36","145","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","One person households","Reading materials and other printed matter","Dollars","81","units","0","v54530237","1.1.2.36","109","","","","0"
